@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
0.25,0.2,0.01,-0.12,0.12,-0.06,-0.28,-0.01,-0.07,0.09,0.22,-0.06,0.07,0.21,-0.14,0.1,-0.11,-0.16,0.04,0.12,-0.18,0.07,?,?,?,1.1,?,?,?,?,?,?,?,?,?,?,?,-1.1,?,?,?,?,?,?,?,?,-0.46,-0.37,-0.33,-0.35,-0.48,-0.2,0.06,-0.07,-0.2,1.07,0.29,?,-0.22,0.27,0.22,0.54,0.23,-0.64,-0.21,-0.44,0.07,-0.31,-0.18,-0.12,0.24,0.24,0.36,-0.06,0.28,0.34,0.45,1/5/1/0@1/5/4/0@2/1/0/0@40/3/0/0 %  ytymr205c
-0.12,0.24,-0.32,-0.34,0.19,-0.13,-0.11,0.23,0.16,0.1,0.16,-0.01,-0.11,-0.27,0.04,-0.06,0.19,-0.25,0.1,-0.07,0.01,-0.16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.4,0.09,0.04,-0.09,-0.25,-0.33,-0.39,-0.67,0.17,0.8,0.37,0.03,0.24,?,-0.5,0.56,0.33,-0.22,0.1,0.04,-0.18,-0.15,-0.06,-0.08,0,0.08,-0.17,0.11,0.29,0.13,0.1,1/6/10/0@40/3/0/0 %  ytymr208w
-0.97,-0.89,-0.17,-0.25,-0.04,-0.24,0.08,0.12,0.48,0.4,0.51,0.02,-0.15,-0.29,-0.22,-0.15,0.08,-0.37,0.05,0.01,0.02,-0.28,0.37,0.29,0.37,0.18,-0.1,0.27,-0.23,-0.16,-0.62,0.35,-0.38,0.35,-0.36,0.22,-0.28,0.27,-0.23,0.09,-0.58,-0.21,-0.44,0.29,0.18,0.37,0.73,0.43,0.55,0.01,-0.13,-0.45,0.07,-0.28,-0.08,-0.06,-0.04,0.1,-0.08,?,-0.28,-0.19,-0.29,-0.65,-0.02,0.07,-0.16,0.03,0.2,0.25,0.1,0.1,-0.06,-0.03,-0.1,0.25,0,40/7/0/0@6/4/0/0 %  ytymr214w
0.31,-0.22,0,-0.42,0.02,-0.03,-0.21,-0.23,0.16,0.32,0.22,0,0.16,-0.07,0.09,-0.16,0.04,-0.21,0.09,-0.25,-0.19,0.26,?,?,?,?,?,-1.75,?,?,?,?,?,1.75,?,?,?,?,?,?,?,?,?,?,?,?,-0.06,0,-0.35,-0.06,-0.55,0.13,0.36,0.11,0.11,-0.24,0.24,-0.08,-0.1,0.33,?,0.02,0.15,0.65,-0.2,-0.34,0.14,0.06,-0.18,-0.13,-0.18,0.27,-0.01,-0.42,0.2,0.25,-0.11,40/8/0/0@8/7/0/0 %  ytymr218c
0,-0.71,-0.03,-0.15,0.28,-0.13,0.28,-0.05,0.26,0.16,0.2,-0.15,-0.09,-0.07,-0.03,0,0.13,-0.38,-0.15,-0.13,0.2,-0.31,0.47,0.42,0.14,-0.39,-0.07,-0.41,0.07,-0.03,0.2,0.12,-0.09,1.29,-0.28,0.22,-0.07,-0.49,-0.09,-0.01,-0.09,-0.84,0.06,-0.09,0.12,-0.16,-0.42,0.42,0.24,0.12,0.05,0.02,-0.35,-0.36,0,0.85,0.19,0.03,-0.47,-0.34,?,0.1,-0.1,0.43,-0.1,0.1,-0.28,-0.24,-0.18,-0.05,-0.07,0.18,-0.18,-0.24,0.41,0.27,-0.05,1/7/1/0 %  ytymr222c
-0.01,-0.3,-0.67,-0.25,0.21,0.05,0.05,-0.39,0.01,-0.1,0.05,-0.03,0.07,0.09,0.02,-0.04,0.09,-0.19,-0.13,-0.11,0.13,0.22,0.69,0.41,0.26,?,-0.9,?,0.03,-0.12,-0.39,?,-0.05,0.42,-0.17,0.45,0.32,?,0.11,?,-0.1,-1,0.1,0.03,-0.02,-0.08,-0.56,0.67,-0.22,0.08,-0.08,0.1,0.23,0.22,0.23,-0.16,0.3,0.03,0.07,-0.59,-0.31,?,?,-0.23,-0.25,-0.14,0,0.19,0.28,-0.2,0.33,0.06,-0.06,0.12,-0.01,-0.21,0.12,6/13/1/0@6/7/0/0 %  ytymr223w
?,-1.03,-0.25,-0.36,0.11,-0.39,0.05,0.15,0.28,0.18,0.18,-0.1,0.05,-0.14,0.03,0,0.05,-0.21,-0.03,-0.21,0.14,-0.12,0.04,0.08,0.33,0.01,0.04,-0.14,0.43,0.15,-0.21,0.12,-0.33,0.82,-0.62,0.07,0.28,-0.14,-0.02,-0.14,0.03,-0.43,0.28,-0.11,-0.17,-0.37,-0.17,-0.03,-0.73,-0.05,0.01,0.24,0.3,0.6,0.19,0.02,0.16,-0.01,-0.19,?,-0.03,-0.14,-0.17,0.05,-0.13,0,-0.21,0.04,0.14,0.02,-0.09,0.1,0,-0.06,0.09,0.17,-0.11,3/1/5/1@3/3/1/0@3/3/2/0@30/1/0/0@40/10/0/0 %  ytymr224c
-0.14,-0.4,-0.29,-0.01,0.03,0.11,-0.13,0.36,-0.04,0.02,-0.02,0.33,0.03,-0.2,-0.09,-0.06,-0.1,-0.18,-0.08,0.13,0.13,-0.22,?,1.01,?,0.15,?,-0.12,?,0.07,?,?,?,?,?,?,?,-0.54,?,?,?,?,?,-0.6,0.01,0.01,0.03,0.12,0.29,-0.03,0.09,-0.04,0.23,-0.04,-0.11,0.01,-0.04,-0.24,-0.16,-0.02,?,0.06,-0.16,0.2,-0.12,0.16,0.09,0.08,-0.01,-0.03,0.09,-0.17,-0.07,-0.06,-0.06,0,-0.09,4/5/1/1@40/10/0/0 %  ytymr227c
0.2,-0.01,-0.64,0.25,-0.17,0.11,-0.13,0.08,-0.01,0.08,-0.02,0.06,0.08,0.15,-0.15,0.25,-0.01,-0.32,-0.26,0.01,0.06,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.5,-1.16,-1.45,-0.53,-0.3,-0.04,-0.27,0,0.38,0.15,0.17,0.65,0.5,0.48,0.56,0.64,0.71,-0.5,-0.06,-0.1,0.01,0,0.15,-0.11,0.06,0.01,0.07,0.39,-0.03,0.01,0.09,40/25/0/0@6/4/0/0@8/7/0/0 %  ytymr231w
0.23,-1.36,-0.92,-0.34,3.65,0.65,-0.04,-0.04,-0.26,-0.36,-0.35,-0.2,-0.38,-0.56,-0.35,-0.3,?,-0.51,-0.44,-0.2,-0.24,-0.08,?,?,?,?,?,?,?,?,?,?,?,?,-0.84,0.84,?,?,?,?,?,?,?,?,?,?,0.87,0.45,-0.35,0.35,-0.79,-0.02,-0.11,-0.94,0.38,0.06,0.02,-0.06,-0.2,0.18,0.18,-0.41,0.38,-0.16,0.16,0.12,0.83,0.42,0.3,0.33,-0.12,-0.2,-0.29,-0.08,-0.36,-0.52,-0.41,14/4/3/3 %  ytymr232w
0,-0.89,-0.4,-0.45,-0.02,0.12,-0.12,0.09,0.03,0.15,-0.12,0.15,0.12,-0.13,-0.01,-0.12,-0.04,-0.18,0.02,0.08,0.02,-0.02,?,?,?,?,?,?,?,?,?,?,?,?,0.58,?,?,?,?,?,?,?,?,-0.58,?,?,-0.12,0.08,-0.7,-0.01,-0.48,0.13,-0.23,-0.23,0.43,-0.04,0.01,0.13,0.6,0.24,0.43,-0.38,0.15,-0.02,-0.13,-0.02,0.2,0.21,0.18,0.2,0.03,-0.2,-0.07,0.07,-0.1,-0.35,0,1/3/16/0@30/1/0/0 %  ytymr234w
0.37,0.63,-0.84,-0.71,0.38,0.05,0.29,0.3,0.2,0.06,0.29,-0.01,-0.02,-0.5,-0.21,-0.19,-0.05,-0.24,0.05,0.09,-0.19,-0.33,0.09,-0.26,0.74,0.88,0.74,0.31,-0.14,-0.33,-0.33,-0.43,-0.2,0.6,0.5,0.42,0.49,0.2,-0.1,-0.23,-0.58,-1.33,-0.81,-0.22,-0.16,0.15,-0.59,-0.18,-0.15,0.22,0.35,0.04,0.22,-0.1,-0.22,0.08,-0.16,0.27,-0.06,0.06,?,0.39,-0.16,-0.51,-0.36,0.14,-0.32,-0.19,0.01,0.29,0.22,0.28,-0.06,-0.04,0.29,0.2,0.07,14/4/3/1 %  ytymr238w
-0.15,0.32,0.19,0.58,0.03,-0.14,0.1,-0.42,0.43,0.05,0.38,0.02,0.05,-0.15,0.05,-0.17,0.09,-0.14,0.25,-0.25,-0.01,-0.17,?,?,?,?,0.6,0.47,?,?,?,?,?,?,?,0.6,?,-2.06,?,0.06,?,?,?,?,0.84,-0.52,-0.56,0.09,-0.08,-0.1,-0.52,-0.56,-0.25,-0.19,0.27,0.66,0.37,0.49,0.08,0.09,?,0.19,0.02,-1.82,-0.52,-0.35,-0.17,0.37,0.63,0.16,0.71,0.48,0.44,0.03,0.25,-0.02,-0.19,3/1/3/0@40/10/3/0@40/16/0/0 %  ytymr241w
0.33,?,-0.67,-0.23,0.38,0.04,-0.16,0.23,0.26,0.32,0.3,-0.03,-0.34,-0.01,0.02,0.12,0.19,-0.16,0.07,0.04,-1.29,0.02,?,?,?,?,?,-1.04,?,?,?,?,?,1.04,?,?,?,?,?,?,?,?,?,?,?,?,1.55,2.26,1.58,1.23,0.44,-0.35,-1,-1.49,-0.23,-2.23,-1,?,-0.64,-0.23,0.1,0.65,-0.64,0.27,-0.15,0.06,-0.59,0.04,-0.09,-0.07,0.28,?,0.01,0.04,0.02,0.08,0.09,2/13/0/0 %  ytymr244w
-0.14,?,?,0.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.46,-0.36,-0.25,-0.2,0.18,-0.43,0.45,0.1,-0.14,0.34,0.33,-0.02,0.05,0.52,0.25,-0.27,-0.28,0.54,-0.41,0.46,0.54,-1.41,0.11,0.36,-0.17,-0.51,-0.7,-0.47,-0.07,-0.19,-0.12,-0.17,0.2,0.61,0.45,-0.07,0,?,0.3,0.24,0.66,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2/13/0/0@40/16/0/0@6/10/0/0 %  ytymr256c
-0.12,-0.43,-0.04,-0.6,0.24,0.17,0.41,0.24,-0.01,-0.2,-0.15,-0.2,0.12,-0.11,0.17,-0.09,0.03,-0.28,0.08,-0.07,-0.2,-0.15,-0.99,-0.31,-0.17,?,0.07,0.16,0.04,?,0.1,?,0.03,?,-0.17,?,0.66,?,0.17,?,0.42,-0.02,0.94,-0.48,-0.35,-0.09,1.08,0.27,0.1,-0.04,-0.8,-0.29,-0.29,-0.33,-0.07,0.16,0.1,0.63,-0.04,-0.15,-0.33,?,?,0.23,-0.04,0.21,0.16,-0.26,-0.18,0.01,0.1,-0.13,-0.2,-0.09,0.25,-0.07,0.01,3/3/1/0 %  ytymr262w
-0.22,-0.36,-0.23,-0.27,-0.03,0.05,0.16,0.23,0.07,0.21,0.17,0.21,0.23,-0.29,0.1,-0.23,0.07,-0.18,0.04,-0.22,-0.22,-0.37,0.49,0.14,0.17,0.33,0.36,0.08,-0.19,0.22,0.06,0.32,-0.26,0.41,-2.58,0.05,0.05,-0.05,0.18,0.38,-0.17,-0.49,0.14,0.13,0.03,0.2,-0.1,-0.05,-0.4,-0.12,0.12,-0.24,-0.01,-0.15,0,0.36,0.03,0.06,0.07,0.33,?,0.07,0.03,0.21,0.1,0.15,-0.09,0.14,-0.02,0.15,0.1,-0.17,-0.21,-0.11,-0.09,-0.16,0,6/13/99/0 %  ytymr264w
-0.3,-0.76,-0.29,0.24,-0.04,0.08,0.07,-0.2,0.14,0.13,0.4,0.05,0.1,-0.06,-0.04,-0.04,0.05,-0.28,-0.06,-0.24,-0.06,0.02,0.44,0.08,0.05,0.14,-0.98,0.37,-0.71,0.19,-1.08,0.36,-0.45,0.31,-0.47,0.38,-0.01,0.55,-0.08,0.56,-0.91,-0.77,-0.31,0.78,0.69,0.87,-0.04,0.35,-0.53,-0.59,-0.05,-0.04,0.16,0.15,0.12,-0.17,-0.03,0.26,0.07,?,-0.06,0.29,0.12,0.39,-0.51,-0.3,-0.36,-0.19,0.23,0.01,0.25,0.11,0.08,0.21,0.15,-0.01,-0.04,1/4/1/0@2/99/0/0@40/16/0/0 %  ytymr267w
-0.64,-1.6,-0.14,0.16,-0.11,0.18,0.23,-0.02,0.14,0.25,0.22,0.04,0.08,-0.07,0.04,-0.11,0.12,-0.04,-0.17,-0.32,-0.14,-0.32,-0.03,-0.41,-0.27,-0.28,0.49,-0.37,0.4,-0.13,0.39,0,0.09,-0.37,-0.17,-0.27,0.44,0.12,0.16,0.29,-0.34,-0.6,0.6,-0.11,0.16,0.19,1.13,1.12,0.03,0.34,-0.89,-0.71,-0.32,-0.5,0.11,-0.58,-0.29,0.06,0.13,0.46,0.34,-0.62,0.2,1.11,-0.13,-0.16,0.12,0.15,-0.22,-0.02,-0.15,-0.2,-0.4,-0.06,-0.01,-0.18,0.15,1/3/4/0 %  ytymr271c
0.31,?,?,-0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12,0.17,0.04,0.46,0.48,-0.44,0.23,-0.32,-0.12,-0.36,-0.04,0.43,0.11,0.22,0.01,-0.79,0.98,-0.44,-0.23,-0.11,0.31,-0.21,-0.17,-0.32,0.04,0.58,0.53,0.19,0.02,0.54,0.83,0.72,-0.29,-0.2,-0.23,0.37,-0.29,?,-0.62,-1.48,-0.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11/1/0/0@14/4/3/1@3/3/1/0 %  ytymr273c
-0.09,-1.22,?,0.11,-0.41,-0.6,-0.49,-0.51,0.17,0.04,0.5,0.27,0.1,0.06,-0.22,0.06,0.22,-0.03,0.25,0.08,0.22,0.28,0.03,-0.4,-0.08,0.55,-0.06,0.48,0.54,0.4,0.09,0.14,-0.35,-0.06,0.07,-0.24,0.9,0.44,0.66,0.26,-0.29,-1.5,-0.03,-0.44,-0.56,-0.54,-0.16,-0.86,-0.28,0.6,-0.24,0.58,0.5,0.06,0.26,-0.2,-0.24,-0.05,0.48,0.13,0.2,-0.8,0.01,-0.06,-0.29,-0.4,-0.45,0.2,0.34,0.34,0.1,0.09,0,0.27,0.12,-0.22,-0.04,6/7/0/0 %  ytymr274c
0.34,-0.06,-0.45,0,-0.09,-0.42,0.22,-0.07,0.22,0.17,0.22,-0.12,-0.03,-0.09,0.08,0.04,-0.11,-0.24,0.04,0.07,0.17,-0.04,0.09,0.24,-0.02,0.09,0.15,-0.02,0.06,0.01,0.08,0.2,-0.2,0.69,-0.4,0.27,-0.04,-0.13,-0.02,-0.17,-0.07,-0.31,0.05,-0.07,-0.22,-0.25,0.25,-0.01,-0.14,0.08,-0.05,0.42,0.41,0.29,0.1,-0.08,-0.16,0.2,-0.08,?,-0.32,-0.24,-0.69,0.05,-0.21,-0.3,-0.34,-0.15,0.16,-0.02,0.13,0.11,-0.06,-0.02,0.25,0.25,0.16,6/13/1/0@6/7/0/0 %  ytymr275c
-0.6,-1.89,?,0.39,-0.05,-0.11,0.17,0.08,0.35,-0.05,0.57,0.15,0.18,0.02,-0.04,-0.2,-0.08,-0.52,-0.1,-0.23,0.04,-0.18,0.26,0.05,0.35,0.75,-0.78,0.72,-0.82,0.35,-1.09,0.46,-1.09,0.28,-0.7,0.35,-0.52,0.67,-0.19,0.81,-1.09,-0.66,-0.19,0.65,0.67,0.77,0.08,-0.12,-0.04,-0.05,-0.08,-0.37,-0.13,-0.3,-0.01,0.59,0.12,0.19,-0.07,0.03,?,0.21,-0.06,0.59,0.31,-0.42,-0.14,-0.3,-0.22,-0.16,0.01,0.18,-0.03,-0.16,0.13,-0.05,0.26,3/3/1/0@40/10/0/0 %  ytymr276w
0.59,-0.54,-0.29,0.07,-0.15,-0.18,0.23,0.33,0.45,0.39,0.15,0.13,-0.2,-0.08,-0.18,-0.23,-0.34,-0.27,0.11,?,0.11,-0.28,-0.49,-0.28,-0.1,-0.2,0.63,-0.94,0.05,-0.2,-0.37,-0.22,0.08,0.81,-0.2,0.28,0.46,-0.63,2.67,-0.51,0.41,0.12,0.36,-0.7,-0.6,-0.43,0.45,-0.61,-0.07,0.01,-0.07,-0.39,-0.03,0.01,0.26,-0.44,0.29,0.12,0.42,0.09,-0.03,?,?,0.23,0.15,0.03,-0.06,0.01,-0.28,-0.14,0.17,0.05,-0.08,-0.47,0.23,0.07,0.1,11/7/0/0@67/28/0/0 %  ytymr279c
0.34,-0.86,-0.84,-0.4,0.15,0.49,0.54,0.3,0.23,-0.09,-0.1,-0.03,0.02,-0.4,-0.07,-0.18,0.03,-0.12,-0.01,0.02,-0.48,-0.31,0.05,0.47,0.25,0.03,-0.14,-0.02,-0.14,0.08,-0.05,0.08,-0.22,0.3,0.03,-0.03,0.01,-0.26,0.25,-0.05,-0.2,-0.31,0.27,-0.28,-0.11,-0.01,0.29,-0.39,0.25,0.57,0.04,0.22,0.1,-0.01,0,-0.28,-0.24,-0.09,0.02,-0.19,?,-0.15,-0.15,0.39,-0.28,0.11,0.31,0.18,0.15,0.46,0.11,-0.13,-0.26,-0.15,-0.55,-0.13,-0.19,1/6/1/1@1/6/1/3 %  ytymr281w
0.07,-0.29,-0.23,0.15,-0.02,?,0.1,0.25,-0.06,0.19,0.12,0.03,0.09,0.15,-0.08,0.17,0.27,-0.21,-0.75,-0.32,-0.14,0.2,0.11,0.31,0.08,-0.21,-0.21,-1.4,0.25,-0.09,-0.1,0.08,-0.12,0.25,0.14,0,0.12,-0.26,-0.09,-0.28,0.16,0.51,0.42,0.19,0.05,0.11,-0.97,-0.08,-0.76,-0.46,-0.22,-0.2,0.07,0.05,0.54,0.1,0.38,-0.14,0.36,0.48,?,0.4,0.44,-0.48,-0.24,0.25,0.13,-0.04,-0.06,-0.12,0.13,-0.06,0.25,0.38,0.14,-0.12,-0.14,1/4/1/0@2/13/0/0@40/16/0/0@5/7/0/0 %  ytymr282c
0.32,-0.74,-0.4,-0.36,0.24,-0.12,0.25,0.08,0.1,-0.17,0.07,0.25,0.34,0.1,0.08,-0.12,-0.11,-0.24,0,-0.03,-0.59,-0.11,0.58,0.29,0.14,-0.17,-0.08,-0.37,0.13,0.08,-0.03,-0.27,-0.39,-0.17,-0.25,-0.33,0.23,?,-0.01,-0.03,0.51,0.41,0.3,-0.41,-0.1,-0.06,-0.56,0.25,-0.91,-0.7,0.14,0.01,0.12,0.25,0.42,0.05,-0.17,0.1,0.11,0.2,?,0.44,0.24,0,-0.33,-0.09,0.49,0.36,0.1,0.2,0.19,-0.09,-0.23,-0.17,-0.13,-0.09,-0.21,4/3/6/0 %  ytymr283c
0.18,-1,-0.43,0.11,0.31,0.26,0.15,-0.37,-0.25,-0.47,-0.11,-0.09,0.2,0.15,0.35,0.13,0.25,-0.39,0.05,-0.15,-0.01,-0.03,0.02,0,-0.11,0.34,-0.02,0.2,-0.11,0.35,-0.08,0.23,-0.31,-0.16,-0.62,0.16,-0.06,-0.1,-0.13,0.15,-0.21,-0.58,0.19,-0.06,0.58,0.34,0.51,-0.47,-1.4,-0.24,-0.4,-0.12,0.05,-0.04,0.4,0.02,0.23,0.58,0.05,0.35,?,-0.17,0.64,0.48,0.18,-0.37,0.28,-0.13,-0.22,-0.37,0.04,0.05,-0.2,-0.37,0.58,-0.03,0.09,3/1/3/0@3/1/5/1@40/10/0/0 %  ytymr284w
-0.4,-0.14,-0.09,-0.36,-0.02,-0.8,-0.94,-0.53,0.03,0.12,0.2,0.39,0.59,-0.03,0.43,-0.1,0.17,0.24,0.34,0.33,-0.29,-0.11,0.98,0.76,0.47,0.64,-0.06,0.45,-0.16,0.43,-0.25,0.17,-0.58,-0.06,-0.7,-0.11,-0.23,?,0.22,-0.06,0,0.17,-0.47,-0.41,-0.56,-0.63,-0.37,0.18,-0.03,0.43,0.28,-0.06,-0.15,0.21,0.27,0.07,-0.17,-0.68,0.02,0.29,?,-0.5,0.21,-1.26,-0.57,0.11,0.61,1,0.84,0.42,0.08,-0.35,0.27,0.3,-0.49,-0.62,-0.33,3/1/9/5 %  ytymr290c
0.28,-1.06,0.07,0.5,0.05,0,0.05,-0.03,0.06,-0.06,?,0.25,0.05,0.05,-0.38,0.1,0,-0.22,-0.06,-0.2,0.21,0.14,0.11,0.09,0.21,-0.02,-0.33,0.46,0.21,0.35,-0.2,-0.05,-0.07,-0.21,-0.53,0.38,-0.2,0.22,-0.51,-0.02,-0.85,-0.09,-0.27,0.46,0.31,0.55,-0.07,0.02,-0.58,-0.21,-0.04,-0.08,0.33,0.44,0.07,-0.41,-0.43,0.2,-0.35,?,0.19,0.68,0.24,0.22,-0.42,-0.47,0.39,0.06,0.32,-0.05,-0.06,0.11,-0.05,0.19,-0.05,-0.05,-0.16,3/3/1/0@40/5/0/0@8/22/0/0 %  ytymr294w
